,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,3.3,"21km NNW of Desert Center, CA",265500248830,1454361359530,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339757,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339757&format=geojson,,,,,reviewed,0,168,ci,3339757,",ci3339757,",",ci,",",origin,phase-data,",30,,0.13,42,mh,quarry blast,"M 3.3 Quarry Blast - 21km NNW of Desert Center, CA",0,Point,"[-115.5123333, 33.8798333, 0.18]",0
0,2.1,"8km ENE of Adelanto, CA",265497770820,1454364437250,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339755,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339755&format=geojson,,,,,reviewed,0,68,ci,3339755,",ci3339755,",",ci,",",origin,phase-data,",12,,0.12,169,mh,quarry blast,"M 2.1 Quarry Blast - 8km ENE of Adelanto, CA",1,Point,"[-117.3346667, 34.6115, 0]",1
0,2.3,"6km NW of Boron, CA",265489440530,1454367580960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339754,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339754&format=geojson,,,,,reviewed,0,81,ci,3339754,",ci3339754,",",ci,",",origin,phase-data,",17,,0.16,150,mh,quarry blast,"M 2.3 Quarry Blast - 6km NW of Boron, CA",2,Point,"[-117.698, 35.033, 0.03]",2
0,2,"9km ENE of Adelanto, CA",265483500530,1454367580490,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339752&format=geojson,,,,,reviewed,0,62,ci,3339752,",ci3339752,",",ci,",",origin,phase-data,",22,,0.27,94,mh,quarry blast,"M 2.0 Quarry Blast - 9km ENE of Adelanto, CA",3,Point,"[-117.3178333, 34.6211667, 0]",3
0,2.12,"21km ENE of Barstow, CA",265483016870,1454365468820,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339751&format=geojson,,,,,reviewed,0,69,ci,3339751,",ci3339751,",",ci,",",origin,phase-data,",18,,0.38,124,mh,earthquake,"M 2.1 - 21km ENE of Barstow, CA",4,Point,"[-116.7941667, 34.9411667, 0.16]",4
0,2.26,"3km NE of Banning, CA",265481339650,1454366538560,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339749,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339749&format=geojson,,,,,reviewed,0,79,ci,3339749,",ci3339749,",",ci,",",origin,phase-data,",39,,0.23,26,ml,earthquake,"M 2.3 - 3km NE of Banning, CA",5,Point,"[-116.8553333, 33.947, 6.16]",5
0,2.06,"5km NNW of San Joaquin Hills, CA",265481299060,1454363454350,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10079790,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10079790&format=geojson,,,,,reviewed,0,65,ci,10079790,",ci10079790,",",ci,",",origin,phase-data,",13,,0.32,49,mh,earthquake,"M 2.1 - 5km NNW of San Joaquin Hills, CA",6,Point,"[-117.8498333, 33.653, 0.03]",6
0,2.23,"22km ENE of Barstow, CA",265481021020,1454363453840,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339748,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339748&format=geojson,,,,,reviewed,0,77,ci,3339748,",ci3339748,",",ci,",",origin,phase-data,",25,,0.28,100,mh,earthquake,"M 2.2 - 22km ENE of Barstow, CA",7,Point,"[-116.788, 34.9511667, 1.05]",7
0,2.36,Central California,265474754620,1481829123536,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040483,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040483&format=geojson,,,,,reviewed,0,86,nc,1040483,",nc1040483,",",nc,",",nearby-cities,origin,phase-data,",30,0.007207,0.05,47,md,earthquake,M 2.4 - Central California,8,Point,"[-121.2725, 36.6593333, 3.301]",8
0,2.64,"8km E of Imperial, CA",265463085040,1454367579980,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339744,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339744&format=geojson,,,,,reviewed,0,107,ci,3339744,",usp0000uuy,ci3339744,",",us,ci,",",origin,phase-data,",22,0.1999,0.38,97,ml,earthquake,"M 2.6 - 8km E of Imperial, CA",9,Point,"[-115.4886667, 32.85, 10]",9
0,2.68,"42km NE of Trona, CA",265461280640,1454365467930,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339742,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339742&format=geojson,,,,,reviewed,0,110,ci,3339742,",ci3339742,",",ci,",",origin,phase-data,",9,0.7303,0.46,229,ml,earthquake,"M 2.7 - 42km NE of Trona, CA",10,Point,"[-117.0215, 36.0121667, 6]",10
0,2.5,"8km E of Imperial, CA",265439808940,1454364436410,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339740,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339740&format=geojson,,,,,reviewed,0,96,ci,3339740,",usp0000uus,ci3339740,",",us,ci,",",origin,phase-data,",20,0.2013,0.34,97,ml,earthquake,"M 2.5 - 8km E of Imperial, CA",11,Point,"[-115.4878333, 32.8488333, 10]",11
0,2.4,"81km W of Vandenberg Air Force Base, CA",265416616510,1454364435990,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10079786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10079786&format=geojson,,,,,reviewed,0,89,ci,10079786,",ci10079786,",",ci,",",origin,phase-data,",4,1.031,0.2,308,mh,earthquake,"M 2.4 - 81km W of Vandenberg Air Force Base, CA",12,Point,"[-121.391, 34.6055, 6]",12
0,2.3,"6km NW of Boron, CA",265403028680,1454367579500,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339733,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339733&format=geojson,,,,,reviewed,0,81,ci,3339733,",ci3339733,",",ci,",",origin,phase-data,",19,,0.2,152,mh,quarry blast,"M 2.3 Quarry Blast - 6km NW of Boron, CA",13,Point,"[-117.6938333, 35.0428333, 0]",13
0,2.21,Central California,265396681650,1481829065007,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040472&format=geojson,,,,,reviewed,0,75,nc,1040472,",nc1040472,",",nc,",",nearby-cities,origin,phase-data,",30,0.01712,0.05,36,md,earthquake,M 2.2 - Central California,14,Point,"[-121.199, 36.5903333, 7.502]",14
0,2.2,"6km NNE of Guadalupe Victoria, B.C., MX",265395162600,1454366537250,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339732&format=geojson,,,,,reviewed,0,74,ci,3339732,",ci3339732,",",ci,",",origin,phase-data,",10,0.3962,0.53,222,mh,earthquake,"M 2.2 - 6km NNE of Guadalupe Victoria, B.C., MX",15,Point,"[-115.076, 32.3351667, 10]",15
0,3.64,Central California,265353654190,1481829033263,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040466&format=geojson,,,,,reviewed,0,204,nc,1040466,",nc1040466,",",nc,",",nearby-cities,origin,phase-data,",49,0.02973,0.06,59,md,earthquake,M 3.6 - Central California,16,Point,"[-121.2596667, 36.639, 9.472]",16
0,2.35,"10km NNE of Cabazon, CA",265331277800,1454366536720,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339717,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339717&format=geojson,,,,,reviewed,0,85,ci,3339717,",ci3339717,",",ci,",",origin,phase-data,",44,,0.22,29,mh,earthquake,"M 2.4 - 10km NNE of Cabazon, CA",17,Point,"[-116.7555, 34.003, 16.86]",17
0,2.3,Northern California,265323359680,1481829016438,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040462,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040462&format=geojson,,,,,reviewed,0,81,nc,1040462,",nc1040462,",",nc,",",nearby-cities,origin,phase-data,",12,0.04865,0.03,174,md,earthquake,M 2.3 - Northern California,18,Point,"[-123.2663333, 39.4083333, 6.46]",18
0,3.05,Northern California,265321651140,1481829012387,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040461&format=geojson,,,,,reviewed,0,143,nc,1040461,",nc1040461,",",nc,",",nearby-cities,origin,phase-data,",15,0.04775,0.05,93,md,earthquake,M 3.1 - Northern California,19,Point,"[-121.5048333, 39.4025, 5.708]",19
0,2.53,"12km W of Alberto Oviedo Mota, B.C., MX",265303262380,1454361358540,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339714,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339714&format=geojson,,,,,reviewed,0,98,ci,3339714,",ci3339714,",",ci,",",origin,phase-data,",10,0.5451,0.32,229,mh,earthquake,"M 2.5 - 12km W of Alberto Oviedo Mota, B.C., MX",20,Point,"[-115.299, 32.24, 6]",20
0,2.38,"6km SE of Big Bear City, CA",265302211010,1454363452910,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339713,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339713&format=geojson,,,,,reviewed,0,87,ci,3339713,",ci3339713,",",ci,",",origin,phase-data,",48,,0.17,42,mh,earthquake,"M 2.4 - 6km SE of Big Bear City, CA",21,Point,"[-116.7971667, 34.229, 6.51]",21
0,2.06,"1km W of Yucaipa, CA",265265714630,1454364434570,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339709,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339709&format=geojson,,,,,reviewed,0,65,ci,3339709,",ci3339709,",",ci,",",origin,phase-data,",38,,0.16,31,mh,earthquake,"M 2.1 - 1km W of Yucaipa, CA",22,Point,"[-117.0535, 34.0351667, 14.98]",22
0,2.65,Central California,265263968740,1481828988450,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040456&format=geojson,,,,,reviewed,0,108,nc,1040456,",nc1040456,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",27,0.04505,0.12,80,md,earthquake,M 2.7 - Central California,23,Point,"[-121.0735, 36.5693333, 8.931]",23
0,2.2,"San Francisco Bay area, California",265251530590,1481828965780,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040452&format=geojson,,,,,reviewed,0,74,nc,1040452,",nc1040452,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",29,0.07477,0.06,57,md,earthquake,"M 2.2 - San Francisco Bay area, California",24,Point,"[-121.8193333, 37.5808333, 10.596]",24
0,4.8,offshore Northern California,265250807180,1481828958811,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040451&format=geojson,,,,,reviewed,0,354,nc,1040451,",nc1040451,usp0000utd,",",nc,us,",",nearby-cities,origin,phase-data,",15,0.7108,0.13,317,ml,earthquake,M 4.8 - offshore Northern California,25,Point,"[-125.207, 40.6093333, 7.94]",25
0,2.09,"26km NE of Arvin, CA",265240340480,1454368628950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339706&format=geojson,,,,,reviewed,0,67,ci,3339706,",ci3339706,",",ci,",",origin,phase-data,",9,,0.27,116,mh,earthquake,"M 2.1 - 26km NE of Arvin, CA",26,Point,"[-118.6343333, 35.377, 0.01]",26
0,2.04,offshore Northern California,265238875850,1481828945301,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040448,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040448&format=geojson,,,,,reviewed,0,64,nc,1040448,",nc1040448,",",nc,",",nearby-cities,origin,phase-data,",11,0.6351,0.15,312,md,earthquake,M 2.0 - offshore Northern California,27,Point,"[-125.085, 40.5731667, 2.222]",27
0,2.07,"20km WSW of Westmorland, CA",265236390780,1454364433670,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339703&format=geojson,,,,,reviewed,0,66,ci,3339703,",ci3339703,",",ci,",",origin,phase-data,",18,0.01909,0.26,60,mc,earthquake,"M 2.1 - 20km WSW of Westmorland, CA",28,Point,"[-115.8181667, 32.9735, 4.11]",28
0,2.51,"15km WNW of Alberto Oviedo Mota, B.C., MX",265221240670,1454362443320,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339702,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339702&format=geojson,,,,,reviewed,0,97,ci,3339702,",ci3339702,",",ci,",",origin,phase-data,",9,0.5175,0.35,226,mh,earthquake,"M 2.5 - 15km WNW of Alberto Oviedo Mota, B.C., MX",29,Point,"[-115.3245, 32.2578333, 6]",29
0,2.47,"4km SE of Lytle Creek, CA",265219491500,1454361357480,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339701&format=geojson,,,,,reviewed,0,94,ci,3339701,",ci3339701,",",ci,",",origin,phase-data,",46,,0.27,39,ml,earthquake,"M 2.5 - 4km SE of Lytle Creek, CA",30,Point,"[-117.4608333, 34.2341667, 12.14]",30
0,2.17,"15km W of Alberto Oviedo Mota, B.C., MX",265187213210,1454366535440,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339699,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339699&format=geojson,,,,,reviewed,0,72,ci,3339699,",ci3339699,",",ci,",",origin,phase-data,",9,0.541,0.34,230,mh,earthquake,"M 2.2 - 15km W of Alberto Oviedo Mota, B.C., MX",31,Point,"[-115.325, 32.2268333, 6]",31
0,2.06,Central California,265166730640,1481828915260,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040442&format=geojson,,,,,reviewed,0,65,nc,1040442,",nc1040442,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",29,0.006306,0.04,46,md,earthquake,M 2.1 - Central California,32,Point,"[-121.2805, 36.6695, 3.814]",32
0,2.49,"26km WSW of Westmorland, CA",265163118780,1454362442790,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339695&format=geojson,,,,,reviewed,0,95,ci,3339695,",ci3339695,",",ci,",",origin,phase-data,",38,,0.31,55,ml,earthquake,"M 2.5 - 26km WSW of Westmorland, CA",33,Point,"[-115.8903333, 32.9711667, 8.72]",33
0,2.21,"9km NNE of Simi Valley, CA",265162659630,1454364433120,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339694,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339694&format=geojson,,,,,reviewed,0,75,ci,3339694,",ci3339694,",",ci,",",origin,phase-data,",28,,0.3,40,mh,earthquake,"M 2.2 - 9km NNE of Simi Valley, CA",34,Point,"[-118.6956667, 34.3448333, 14.64]",34
0,2.04,Central California,265152181660,1481828907324,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040441&format=geojson,,,,,reviewed,0,64,nc,1040441,",nc1040441,",",nc,",",nearby-cities,origin,phase-data,",16,0.03423,0.13,62,md,quarry blast,M 2.0 Quarry Blast - Central California,35,Point,"[-121.6251667, 36.9065, -0.142]",35
0,3.2,"25km NW of Desert Center, CA",265145313480,1454365466480,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3339692,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3339692&format=geojson,,,,,reviewed,0,158,ci,3339692,",ci3339692,",",ci,",",origin,phase-data,",25,0.07989,0.14,42,mh,earthquake,"M 3.2 - 25km NW of Desert Center, CA",36,Point,"[-115.551, 33.8968333, 0.15]",36
0,3.8,Northern California,265141361130,1481828888140,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040437,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040437&format=geojson,,,,,reviewed,0,222,nc,1040437,",nc1040437,usp0000usu,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,",34,0.02252,0.14,43,ml,earthquake,M 3.8 - Northern California,37,Point,"[-122.7498333, 38.5413333, 7.065]",37
0,2.76,Central California,265140581120,1481828879520,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1040436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1040436&format=geojson,,,,,reviewed,0,117,nc,1040436,",nc1040436,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",44,0.008108,0.06,44,md,earthquake,M 2.8 - Central California,38,Point,"[-121.2835, 36.6681667, 3.077]",38
